pages_visited,time_spent,scroll_depth,category_match,intent_score,comparison_count,product_views,intent_velocity,reread_score,engagement_depth,hover_rate,max_scroll_depth,category_affinity_strength,clicked
3,366,0.74,0,0.58,3,1,0.203,0.99,0.45,4.42,0.94,0.15,0
2,178,0.8,0,0.45,1,0,0.015,0.57,0.59,6.3,0.87,0.13,0
8,45,0.18,0,0.35,2,2,0.231,0.05,0.58,3.44,0.3,0.1,1
12,242,0.63,1,0.49,0,4,-0.012,0.37,0.2,4.95,0.64,0.51,1
10,232,0.41,0,0.42,0,3,0.286,0.93,0.14,3.89,0.41,0.08,0
12,433,0.84,1,0.58,3,1,0.056,0.22,0.53,7.52,0.86,0.7,1
5,438,0.14,0,0.45,5,1,0.243,0.67,0.21,6.94,0.39,0.02,0
5,294,0.73,0,0.46,2,1,0.275,0.72,0.39,2.21,1.0,0.18,1
8,402,0.55,0,0.63,3,0,0.069,0.69,0.79,4.84,0.69,0.19,0
13,76,0.5,1,0.36,0,4,0.12,0.02,0.09,6.77,0.76,0.7,0
1,177,0.32,0,0.4,1,1,0.209,0.08,0.5,1.75,0.39,0.16,0
7,591,0.29,0,0.45,0,1,0.044,0.29,0.54,5.96,0.46,0.08,0
8,182,0.24,0,0.57,5,2,-0.075,0.01,0.96,4.76,0.37,0.17,0
12,279,0.22,0,0.34,2,1,0.029,0.59,0.02,6.38,0.34,0.1,0
1,317,0.51,0,0.5,1,0,0.017,0.46,0.96,4.18,0.7,0.09,0
9,467,0.85,0,0.6,2,3,0.003,0.41,0.47,5.44,1.0,0.08,0
13,73,0.4,0,0.62,5,0,0.108,0.82,0.75,4.57,0.49,0.09,1
14,117,0.06,0,0.54,2,0,0.179,0.65,0.84,3.08,0.22,0.07,0
6,42,0.27,0,0.32,2,3,0.137,0.25,0.03,3.86,0.34,0.04,0
13,128,0.57,0,0.6,5,1,0.068,0.89,0.48,4.6,0.61,0.12,0
11,524,0.46,0,0.58,2,5,0.139,0.83,0.39,6.01,0.53,0.04,1
9,520,0.77,1,0.59,0,5,0.238,0.8,0.64,6.79,1.0,0.51,0
12,471,0.11,0,0.55,4,3,0.206,0.76,0.55,3.21,0.3,0.01,1
1,76,0.43,1,0.48,0,1,-0.023,0.81,0.58,6.13,0.48,0.36,0
15,168,0.52,0,0.59,3,5,0.029,0.88,0.2,6.43,0.69,0.09,1
7,320,0.63,0,0.51,4,2,-0.037,0.21,0.7,4.28,0.68,0.19,0
6,314,0.7,0,0.56,5,0,-0.055,0.36,0.57,7.83,0.89,0.2,1
6,556,0.47,0,0.53,2,4,0.112,0.96,0.27,4.49,0.47,0.16,1
1,155,0.79,0,0.44,0,1,0.19,0.11,0.47,6.88,1.0,0.13,1
4,121,0.38,1,0.47,4,0,-0.059,0.65,0.25,6.18,0.57,0.4,0
6,6,0.24,0,0.39,0,0,0.09,0.94,0.98,3.3,0.37,0.09,1
11,557,0.08,0,0.42,0,3,-0.036,0.15,0.17,7.57,0.27,0.13,0
14,544,0.36,0,0.6,5,0,0.083,0.52,0.66,7.73,0.64,0.13,0
2,434,0.56,0,0.51,2,2,-0.055,0.6,0.89,6.87,0.69,0.08,0
9,141,0.85,0,0.42,0,3,-0.077,0.76,0.18,7.38,0.92,0.18,0
6,395,0.65,0,0.62,2,2,0.299,0.68,0.88,7.2,0.71,0.0,0
15,151,0.33,0,0.3,2,1,0.063,0.02,0.09,7.41,0.53,0.07,0
5,588,0.48,0,0.51,5,0,-0.0,0.38,0.76,0.01,0.73,0.08,0
12,320,0.09,1,0.73,5,3,0.002,0.75,0.7,6.52,0.2,0.78,0
14,283,0.85,0,0.69,4,1,-0.052,0.87,0.57,7.98,1.0,0.07,0
3,207,0.96,0,0.48,0,3,0.061,0.46,0.78,7.76,1.0,0.12,0
10,501,0.97,0,0.5,5,1,-0.046,0.05,0.26,4.84,1.0,0.03,0
1,398,0.45,0,0.46,1,1,-0.029,0.89,0.38,7.88,0.47,0.16,0
13,566,0.29,1,0.68,4,5,0.091,0.97,0.56,3.71,0.39,0.73,0
1,313,0.17,0,0.36,0,0,0.109,0.87,0.25,4.86,0.25,0.07,0
13,91,0.2,1,0.37,0,0,-0.098,0.07,0.3,5.22,0.24,0.63,0
12,73,0.96,0,0.44,5,5,-0.009,0.03,0.28,7.49,1.0,0.06,0
10,512,0.36,0,0.59,4,3,-0.047,0.59,0.54,5.16,0.63,0.06,0
12,143,0.33,0,0.43,4,5,0.16,0.06,0.18,2.69,0.33,0.11,0
10,109,0.64,0,0.69,4,3,-0.05,0.94,0.94,6.62,0.72,0.13,0
3,9,0.13,0,0.18,1,0,0.079,0.41,0.1,4.21,0.33,0.2,0
15,302,0.86,0,0.48,1,2,0.096,0.12,0.16,1.8,0.86,0.04,0
7,104,0.06,0,0.47,3,1,0.157,0.07,0.99,2.8,0.21,0.02,0
1,155,0.71,0,0.41,0,0,0.106,0.19,0.46,1.52,0.96,0.16,1
14,464,0.32,1,0.62,2,3,0.073,0.44,0.96,3.33,0.5,0.52,0
1,486,0.44,0,0.46,0,1,0.152,0.98,0.69,6.83,0.46,0.1,0
14,556,0.61,0,0.55,2,3,-0.023,0.26,0.61,0.59,0.63,0.0,0
12,102,0.35,0,0.46,2,2,0.187,0.62,0.67,1.99,0.6,0.18,0
8,7,0.1,0,0.32,1,0,0.187,0.32,0.31,4.32,0.1,0.12,0
3,88,0.81,0,0.54,1,3,0.057,0.16,0.94,5.85,0.82,0.07,0
11,290,0.65,0,0.52,0,5,0.078,0.54,0.15,2.57,0.86,0.07,0
12,452,0.72,0,0.5,1,5,-0.005,0.72,0.13,0.44,0.78,0.2,0
9,524,0.91,0,0.68,3,3,-0.083,0.72,0.61,3.86,1.0,0.03,0
10,99,0.56,0,0.46,5,5,0.254,0.28,0.22,0.74,0.78,0.16,1
9,287,0.58,0,0.57,2,1,0.22,0.24,0.66,0.89,0.75,0.01,0
11,167,0.19,1,0.67,4,3,0.171,0.48,0.95,2.91,0.28,0.64,1
14,549,0.69,0,0.62,1,5,0.258,0.08,0.75,2.31,0.89,0.16,0
10,283,0.45,0,0.46,3,3,-0.047,0.41,0.25,5.62,0.69,0.18,0
3,398,0.12,0,0.48,0,1,0.05,0.81,0.91,0.05,0.28,0.08,0
7,247,0.09,1,0.51,3,0,0.048,0.13,0.53,5.13,0.21,0.6,0
10,128,0.06,0,0.39,0,4,-0.053,0.16,0.81,1.9,0.12,0.07,0
3,209,0.78,0,0.56,2,3,0.178,0.37,0.86,4.6,0.92,0.01,0
1,141,0.87,0,0.39,1,1,0.165,0.26,0.27,5.04,1.0,0.06,0
5,297,0.93,0,0.41,0,0,0.123,0.63,0.12,4.38,1.0,0.13,0
14,294,0.77,0,0.59,3,1,0.247,0.6,0.69,1.2,0.89,0.1,0
1,245,0.97,0,0.5,1,0,0.024,0.42,0.45,2.37,1.0,0.15,0
3,206,0.39,0,0.39,2,2,-0.089,0.37,0.2,0.03,0.69,0.14,1
8,101,0.35,1,0.44,4,3,0.129,0.37,0.18,2.42,0.37,0.71,1
1,389,0.97,0,0.56,1,0,-0.061,0.81,0.69,7.9,1.0,0.01,1
15,86,0.77,0,0.62,5,4,0.113,0.43,0.74,2.4,1.0,0.12,0
2,572,0.27,0,0.42,2,2,0.098,0.63,0.56,3.17,0.53,0.14,1
4,494,0.86,1,0.61,0,4,0.006,0.86,0.81,0.8,1.0,0.32,1
4,199,0.86,0,0.44,4,3,-0.015,0.68,0.21,7.99,0.9,0.05,0
3,334,0.28,1,0.63,3,3,0.05,0.86,0.65,2.07,0.33,0.94,1
4,552,0.87,1,0.49,0,1,-0.005,0.18,0.58,2.01,1.0,0.6,0
3,533,0.31,0,0.53,2,3,0.164,0.6,0.53,7.12,0.35,0.1,0
6,280,0.71,0,0.53,3,0,0.266,0.44,0.44,5.52,0.75,0.04,1
1,407,0.8,1,0.61,0,0,-0.026,0.76,0.99,5.8,1.0,0.64,1
2,429,0.89,0,0.43,0,1,0.061,0.3,0.48,7.4,1.0,0.04,1
13,40,0.37,0,0.45,4,4,0.218,0.14,0.29,5.82,0.46,0.09,0
3,512,0.31,0,0.35,3,3,0.213,0.37,0.17,3.63,0.51,0.11,0
14,168,0.06,0,0.66,5,3,-0.024,0.51,0.98,5.07,0.07,0.19,1
8,278,0.35,0,0.64,4,1,-0.058,0.93,0.98,5.59,0.5,0.1,0
5,84,0.29,0,0.58,4,3,-0.086,0.74,0.89,6.51,0.56,0.12,1
14,431,0.79,0,0.57,1,1,-0.047,0.22,0.59,7.15,0.92,0.02,0
15,551,0.82,0,0.55,0,2,0.146,0.56,0.34,2.01,0.84,0.01,0
12,172,0.18,0,0.52,4,4,0.181,0.3,0.5,1.38,0.24,0.07,0
12,508,0.11,0,0.51,4,4,-0.043,0.97,0.21,4.21,0.26,0.1,0
14,302,0.11,0,0.59,3,5,-0.069,0.73,0.7,2.04,0.27,0.08,0
10,554,0.97,0,0.53,3,0,0.201,0.32,0.43,3.55,1.0,0.16,0
9,252,0.97,0,0.47,3,1,-0.019,0.8,0.05,4.34,1.0,0.08,0
2,433,0.36,0,0.42,2,1,0.174,0.41,0.28,3.99,0.63,0.06,0
8,365,0.14,0,0.34,2,3,0.072,0.01,0.05,4.19,0.43,0.16,0
3,303,0.7,1,0.45,3,3,0.041,0.33,0.15,7.13,0.81,0.35,0
15,308,0.05,0,0.66,1,1,0.112,0.91,1.0,0.14,0.29,0.16,0
8,25,0.96,0,0.35,0,4,0.019,0.94,0.15,1.7,1.0,0.01,0
12,54,0.56,0,0.42,1,0,0.293,0.78,0.28,0.55,0.78,0.12,0
2,492,0.62,0,0.57,2,1,-0.046,0.27,0.99,4.44,0.88,0.07,0
5,330,0.92,0,0.64,2,3,0.201,0.49,0.99,7.79,1.0,0.06,0
10,262,0.69,0,0.55,4,5,0.205,0.05,0.66,3.46,0.96,0.12,0
13,50,0.81,0,0.47,2,4,0.14,0.76,0.33,2.24,1.0,0.04,1
2,582,0.76,0,0.49,1,1,0.113,0.46,0.61,7.65,0.96,0.06,0
5,540,0.74,0,0.6,4,4,0.202,0.13,0.61,6.29,0.8,0.14,1
10,435,0.2,0,0.55,1,1,0.288,0.43,0.74,2.88,0.39,0.14,1
7,497,0.33,0,0.47,0,3,-0.023,0.0,0.4,6.75,0.48,0.19,1
2,547,0.93,1,0.56,0,1,0.116,0.15,0.78,7.09,1.0,0.69,1
14,28,0.94,1,0.51,1,1,0.084,0.14,0.65,0.95,1.0,0.96,1
3,238,0.5,0,0.55,0,0,0.183,0.8,0.98,2.53,0.75,0.11,1
15,570,0.32,0,0.59,3,4,0.029,0.26,0.63,3.56,0.46,0.06,1
14,562,0.56,0,0.58,3,5,-0.016,0.51,0.35,0.52,0.77,0.01,0
10,404,0.21,0,0.47,1,4,0.005,0.51,0.41,4.2,0.46,0.14,1
10,413,0.7,0,0.59,5,5,0.141,0.63,0.33,0.71,0.75,0.03,0
9,401,0.85,0,0.5,0,4,0.207,0.82,0.03,6.62,1.0,0.08,0
1,126,0.09,1,0.33,0,1,0.212,0.59,0.14,4.43,0.27,0.49,0
14,452,0.68,1,0.58,3,0,-0.003,0.32,0.42,2.62,0.86,0.59,0
4,200,0.37,0,0.47,0,3,0.077,0.74,0.77,6.72,0.58,0.02,0
11,330,0.47,0,0.56,2,1,0.157,0.52,0.62,5.4,0.74,0.1,1
1,323,0.4,0,0.3,0,0,0.289,0.31,0.31,3.87,0.55,0.18,1
4,335,0.86,1,0.5,4,3,-0.054,0.63,0.39,7.48,0.92,0.35,1
15,466,0.64,0,0.57,1,1,0.156,0.3,0.78,2.14,0.8,0.06,0
13,305,0.07,0,0.46,1,3,0.19,0.43,0.3,0.17,0.3,0.19,0
13,515,0.53,0,0.53,0,2,0.133,0.5,0.45,7.34,0.59,0.13,1
9,407,0.96,1,0.5,1,5,-0.085,0.56,0.09,4.47,1.0,0.51,0
4,184,0.34,1,0.39,2,0,0.12,0.63,0.25,1.98,0.45,0.32,1
5,398,0.85,0,0.55,3,1,0.191,0.35,0.63,2.85,1.0,0.02,1
15,122,0.45,0,0.45,2,0,0.279,0.9,0.08,5.32,0.58,0.11,0
15,106,0.27,0,0.48,2,5,0.092,0.7,0.06,4.73,0.5,0.14,0
12,136,0.61,0,0.66,1,4,0.062,0.66,1.0,7.77,0.83,0.08,0
15,35,0.6,1,0.63,3,5,0.228,0.12,0.89,3.32,0.79,0.39,0
7,450,0.95,0,0.54,2,5,0.058,0.24,0.17,7.6,0.95,0.16,1
12,230,0.31,0,0.43,0,0,0.26,0.21,0.44,3.39,0.49,0.1,1
8,468,0.63,1,0.6,5,2,0.01,0.4,0.27,0.22,0.73,0.47,1
5,409,0.91,0,0.41,2,1,0.247,0.38,0.05,4.4,1.0,0.15,1
10,370,0.75,0,0.59,4,5,0.034,0.58,0.16,1.46,0.94,0.08,0
5,51,0.08,1,0.56,4,2,-0.099,0.18,0.8,2.75,0.36,0.99,0
5,300,0.93,0,0.58,4,3,0.092,0.18,0.91,1.83,1.0,0.09,1
5,374,0.31,0,0.52,5,0,0.05,0.48,0.58,1.58,0.53,0.02,0
9,534,0.49,0,0.48,1,0,-0.046,0.69,0.29,4.67,0.74,0.09,0
9,203,0.1,0,0.48,2,4,-0.079,0.1,0.7,3.84,0.26,0.06,0
2,261,0.27,0,0.28,1,0,0.153,0.95,0.01,6.39,0.41,0.09,0
11,542,0.35,0,0.56,2,3,0.236,0.41,0.55,6.7,0.44,0.16,1
13,78,0.4,0,0.42,5,5,-0.022,0.4,0.05,1.56,0.48,0.09,0
6,24,0.69,1,0.33,1,1,0.015,0.1,0.29,1.23,0.96,0.64,1
6,584,0.18,1,0.5,3,3,0.257,0.21,0.74,1.13,0.21,0.49,1
14,138,0.22,1,0.53,2,3,-0.044,0.03,0.96,5.91,0.27,0.38,1
4,233,0.6,1,0.58,1,2,-0.027,0.38,0.97,6.37,0.66,0.81,0
7,295,0.37,0,0.46,1,4,0.06,0.77,0.3,3.54,0.43,0.05,0
5,183,0.76,0,0.57,4,2,-0.001,0.75,0.64,3.79,0.98,0.13,0
3,488,0.84,0,0.6,0,2,0.175,1.0,0.98,3.23,0.95,0.17,0
7,166,0.4,0,0.52,5,4,-0.076,0.92,0.42,0.84,0.47,0.04,0
6,168,0.32,0,0.44,2,3,0.074,0.32,0.23,1.67,0.45,0.14,1
11,595,0.57,0,0.53,1,1,0.016,0.88,0.71,7.92,0.67,0.03,0
3,473,0.87,0,0.44,3,1,0.198,0.55,0.22,2.17,1.0,0.08,0
4,596,0.07,1,0.53,3,4,-0.041,0.57,0.59,1.89,0.31,0.85,1
14,234,0.69,0,0.5,0,3,0.259,0.52,0.2,3.7,0.84,0.0,0
7,65,0.5,0,0.41,0,0,0.01,0.61,0.81,7.67,0.55,0.11,0
10,217,0.16,0,0.41,2,3,0.214,0.59,0.3,6.19,0.45,0.06,1
10,173,0.42,0,0.55,2,3,-0.018,0.82,0.6,3.68,0.63,0.17,0
1,225,0.43,0,0.44,0,0,-0.027,0.41,0.91,5.75,0.6,0.02,0
1,426,0.7,0,0.35,0,1,-0.012,0.11,0.1,3.12,0.87,0.16,0
13,257,0.59,0,0.48,4,0,0.205,0.08,0.23,2.18,0.67,0.1,0
11,215,0.96,0,0.64,0,2,-0.082,0.56,0.8,2.12,1.0,0.19,0
4,43,0.12,0,0.32,4,0,-0.059,0.01,0.28,5.24,0.2,0.13,1
5,170,0.9,0,0.47,4,4,0.232,0.42,0.42,0.95,0.91,0.15,0
1,257,0.33,0,0.33,0,1,0.101,0.74,0.33,4.43,0.37,0.04,0
12,494,0.59,0,0.65,3,4,-0.06,0.92,0.38,0.64,0.79,0.17,0
2,213,0.88,0,0.49,0,2,0.173,0.93,0.82,7.97,1.0,0.13,0
9,573,0.81,0,0.53,0,0,-0.047,0.53,0.85,2.39,0.84,0.19,0
4,451,0.5,1,0.61,3,3,0.018,0.43,0.61,1.91,0.65,0.94,1
2,393,0.17,0,0.39,1,0,-0.0,0.15,0.35,7.02,0.34,0.05,0
1,425,0.62,0,0.51,0,1,-0.073,0.55,0.81,2.7,0.75,0.15,0
2,7,0.18,0,0.35,1,2,0.223,0.93,0.47,4.34,0.29,0.06,0
7,404,0.62,1,0.45,4,1,0.292,0.03,0.11,7.92,0.77,0.54,0
15,416,0.25,0,0.5,4,2,0.255,0.85,0.18,5.11,0.36,0.03,0
6,419,0.4,0,0.33,0,3,-0.091,0.04,0.29,7.99,0.48,0.17,0
9,436,0.87,0,0.73,5,4,0.078,0.81,0.88,0.03,0.95,0.08,0
13,107,0.51,0,0.44,0,3,0.063,0.19,0.72,0.97,0.67,0.03,1
3,574,0.2,1,0.35,2,3,0.031,0.16,0.19,8.0,0.2,0.51,1
12,572,0.3,0,0.58,0,1,0.049,0.78,0.7,7.49,0.48,0.01,0
4,331,0.97,0,0.44,1,1,0.206,0.53,0.13,6.61,1.0,0.02,0
8,574,0.98,0,0.54,3,4,-0.004,0.13,0.54,6.81,1.0,0.02,0
6,253,0.34,0,0.45,1,4,0.204,0.1,0.66,2.3,0.52,0.16,0
3,568,0.08,1,0.54,1,0,0.054,0.76,0.5,7.3,0.11,0.98,1
9,123,0.68,0,0.52,5,4,0.19,0.72,0.25,7.34,0.71,0.08,0
6,570,0.36,0,0.57,3,2,0.137,0.31,0.77,4.36,0.46,0.12,0
10,445,0.59,0,0.59,2,2,0.258,0.52,0.8,3.43,0.6,0.15,0
4,244,0.48,0,0.38,3,0,-0.067,0.32,0.44,0.75,0.56,0.13,0
9,64,0.18,0,0.36,0,4,0.012,0.48,0.4,4.91,0.25,0.17,0
13,515,0.87,1,0.58,0,4,0.013,0.18,0.74,7.21,0.92,0.51,1
2,470,0.72,0,0.47,2,1,0.037,0.94,0.4,0.86,0.81,0.06,0
15,34,0.41,1,0.53,4,3,-0.094,0.28,0.37,0.49,0.66,0.76,1
10,303,0.39,0,0.46,0,2,0.156,0.92,0.14,3.09,0.67,0.0,0
7,193,0.91,1,0.42,4,0,0.077,0.1,0.3,1.26,1.0,0.32,1
15,186,0.91,0,0.53,1,4,-0.03,0.41,0.6,3.8,1.0,0.04,0
1,225,0.17,0,0.46,0,0,0.021,0.78,0.82,0.06,0.24,0.08,1
10,250,0.66,0,0.56,4,1,0.096,0.49,0.6,0.02,0.72,0.04,0
2,390,0.19,1,0.47,1,2,0.187,0.28,0.49,4.11,0.44,0.98,0
10,151,0.27,0,0.51,2,5,0.222,0.22,0.74,0.66,0.36,0.13,0
13,82,0.32,0,0.38,3,5,0.015,0.25,0.01,5.92,0.43,0.19,0
12,111,0.92,0,0.57,3,3,0.288,0.71,0.34,2.76,1.0,0.13,1
1,594,0.2,0,0.26,1,1,0.119,0.41,0.07,5.77,0.23,0.03,0
8,565,0.7,1,0.55,3,5,0.23,0.63,0.2,1.97,0.83,0.78,1
3,78,0.88,0,0.33,2,2,0.066,0.91,0.08,2.29,0.99,0.06,1
12,255,0.48,1,0.55,1,4,0.201,0.56,0.7,6.99,0.58,0.35,1
10,519,0.86,0,0.61,1,1,0.288,0.75,0.54,2.06,0.97,0.11,0
6,588,0.12,0,0.46,1,4,-0.044,0.09,0.78,5.34,0.42,0.16,0
5,193,0.46,0,0.41,1,2,-0.075,0.14,0.18,2.24,0.72,0.19,0
14,379,0.69,0,0.56,3,4,0.088,0.41,0.53,4.09,0.78,0.03,0
5,381,0.84,0,0.51,3,5,-0.045,0.01,0.41,1.04,0.85,0.07,0
2,151,0.83,0,0.44,1,0,0.2,0.88,0.71,1.43,0.85,0.06,0
13,225,0.29,0,0.45,1,0,-0.048,0.11,0.44,6.26,0.55,0.04,0
8,477,0.57,0,0.68,5,5,0.192,0.01,0.91,7.78,0.83,0.09,0
14,537,0.33,0,0.61,3,0,-0.019,0.65,0.53,0.75,0.53,0.14,0
3,253,0.23,1,0.44,1,0,0.271,0.7,0.27,0.51,0.42,0.58,1
4,421,0.65,0,0.65,4,3,-0.02,0.11,0.99,7.07,0.85,0.16,0
12,535,0.33,0,0.64,1,3,0.227,0.77,0.87,1.63,0.61,0.17,0
13,526,0.21,0,0.64,4,4,0.062,0.72,0.64,5.58,0.5,0.17,1
15,297,0.9,0,0.68,4,1,-0.09,0.99,0.92,2.24,1.0,0.02,1
6,100,0.91,1,0.62,2,0,0.23,0.97,0.87,0.62,1.0,0.57,0
9,66,0.56,0,0.53,4,5,0.104,0.64,0.73,0.29,0.57,0.01,1
2,361,0.44,0,0.35,1,0,0.175,0.83,0.19,5.07,0.71,0.1,0
6,365,0.53,0,0.62,4,5,-0.095,0.92,0.52,2.54,0.59,0.02,0
5,41,0.14,1,0.47,0,1,0.255,0.79,0.66,3.24,0.42,0.79,1
12,110,0.46,1,0.73,4,3,0.07,0.8,0.98,0.9,0.49,0.63,1
10,538,0.24,0,0.39,3,0,0.091,0.04,0.32,0.22,0.3,0.07,0
2,361,0.45,0,0.37,0,2,0.048,0.36,0.24,1.98,0.58,0.15,0
7,414,0.68,0,0.57,5,3,0.034,0.04,0.68,4.32,0.71,0.09,0
1,212,0.06,0,0.34,1,0,-0.037,0.83,0.18,6.03,0.3,0.11,0
2,384,0.82,0,0.55,0,1,-0.05,0.52,0.94,3.41,1.0,0.16,1
15,12,0.56,0,0.57,3,1,0.254,0.84,0.64,6.12,0.73,0.17,0
13,491,0.5,0,0.48,0,0,0.252,0.5,0.14,1.03,0.78,0.13,0
13,67,0.06,0,0.4,1,0,-0.081,0.14,0.86,1.13,0.33,0.06,0
1,362,0.75,0,0.57,1,1,-0.062,0.62,0.93,5.69,0.9,0.14,0
7,378,0.72,0,0.41,3,3,0.208,0.41,0.04,4.88,0.85,0.1,0
5,21,0.07,0,0.41,1,1,0.274,0.84,0.94,7.89,0.28,0.14,0
4,191,0.17,0,0.27,0,2,-0.002,0.62,0.01,0.17,0.2,0.1,0
2,347,0.52,0,0.51,0,0,0.263,0.33,0.75,0.77,0.71,0.14,0
1,521,0.08,1,0.48,0,1,0.238,0.91,0.6,6.91,0.2,0.52,0
6,508,0.9,0,0.42,0,2,0.128,0.47,0.09,2.02,1.0,0.1,0
14,295,0.69,0,0.57,1,0,0.251,0.09,0.99,3.96,0.76,0.08,0
3,322,0.42,1,0.35,1,3,0.168,0.29,0.04,0.28,0.52,0.76,1
1,93,0.34,0,0.36,0,1,-0.066,0.02,0.77,2.24,0.56,0.18,0
12,63,0.89,0,0.56,1,1,0.028,0.42,0.66,1.74,1.0,0.15,0
2,64,0.1,0,0.29,0,2,0.228,0.59,0.07,3.55,0.11,0.0,0
9,50,0.21,0,0.29,1,2,0.18,0.28,0.34,7.05,0.4,0.12,0
1,273,0.72,0,0.48,1,1,-0.065,0.77,0.39,4.27,0.91,0.1,1
3,444,0.54,0,0.64,2,3,0.258,0.98,0.77,6.77,0.64,0.04,0
2,42,0.98,0,0.46,0,2,0.212,0.24,0.86,3.46,1.0,0.09,0
2,576,0.61,0,0.48,1,0,0.167,0.61,0.47,3.27,0.65,0.01,0
8,442,0.5,0,0.5,4,3,0.091,0.87,0.13,4.25,0.76,0.19,0
11,371,0.07,1,0.54,3,5,-0.035,0.92,0.17,1.27,0.29,0.6,0
1,588,0.71,0,0.49,1,0,0.28,0.99,0.32,1.5,0.77,0.14,0
1,479,0.33,0,0.45,1,0,-0.046,0.34,0.48,3.72,0.51,0.19,0
1,567,0.85,0,0.54,1,0,0.027,0.92,0.92,7.53,1.0,0.15,0
7,342,0.51,0,0.58,4,0,0.281,0.14,0.96,6.9,0.68,0.16,0
11,121,0.85,0,0.58,3,0,-0.078,0.65,0.77,0.03,0.94,0.05,0
9,462,0.58,0,0.41,2,5,0.085,0.05,0.23,0.13,0.85,0.04,0
3,353,0.65,1,0.52,3,0,0.097,0.17,0.75,0.18,0.67,0.72,1
4,198,0.44,0,0.37,0,4,-0.094,0.17,0.04,6.26,0.5,0.04,0
13,181,0.91,1,0.55,3,1,0.004,0.8,0.45,1.91,1.0,0.5,0
8,99,0.82,0,0.48,2,3,0.278,0.96,0.37,3.26,1.0,0.01,0
13,218,0.39,1,0.53,2,1,0.002,0.72,0.28,5.24,0.48,0.76,0
9,208,0.68,0,0.6,4,1,0.215,0.56,0.86,5.29,0.94,0.11,1
7,511,0.26,0,0.48,2,4,0.025,0.15,0.86,6.49,0.55,0.1,0
10,302,0.28,1,0.59,5,3,0.209,0.61,0.22,6.63,0.51,0.47,1
10,350,0.87,0,0.42,0,5,0.216,0.32,0.06,7.96,0.88,0.03,0
12,13,0.1,0,0.5,1,4,0.203,0.57,0.7,3.57,0.16,0.18,0
5,358,0.68,0,0.43,0,1,0.125,0.03,0.42,2.68,0.97,0.07,0
11,9,0.33,0,0.37,5,1,0.284,0.09,0.21,1.82,0.43,0.18,0
11,243,0.83,1,0.71,4,2,-0.025,0.8,0.72,0.8,1.0,0.76,1
14,175,0.43,0,0.49,3,2,-0.04,0.43,0.68,7.25,0.49,0.02,0
4,546,0.23,0,0.47,2,2,0.017,0.95,0.26,6.05,0.44,0.16,0
6,101,0.12,0,0.42,2,2,0.232,0.31,0.68,5.51,0.32,0.18,0
9,115,0.44,0,0.43,3,2,0.054,1.0,0.14,0.69,0.5,0.07,0
14,175,0.77,0,0.35,0,1,0.201,0.03,0.26,0.95,0.85,0.08,0
1,439,0.59,0,0.61,1,0,-0.092,0.84,0.92,4.78,0.62,0.15,0
1,342,0.74,0,0.4,0,0,0.266,0.7,0.42,1.82,0.99,0.19,0
14,548,0.92,0,0.52,0,2,0.101,0.85,0.09,2.33,1.0,0.03,0
5,380,0.09,1,0.44,4,1,0.214,0.24,0.25,1.06,0.29,0.61,0
2,117,0.73,0,0.44,0,2,0.014,0.26,0.9,4.17,0.82,0.13,0
6,235,0.92,0,0.57,0,5,0.161,0.16,0.98,3.87,0.95,0.13,1
11,122,0.95,0,0.54,4,1,0.056,0.78,0.34,0.51,1.0,0.17,0
3,90,0.76,0,0.38,3,1,0.228,0.16,0.1,4.4,0.98,0.18,0
11,476,0.46,0,0.5,0,2,-0.045,0.51,0.45,0.01,0.61,0.07,0
12,87,0.4,0,0.53,2,2,0.027,0.01,0.99,0.05,0.46,0.15,0
9,40,0.89,1,0.52,2,5,0.038,0.06,0.59,4.02,1.0,0.33,1
1,215,0.31,0,0.34,1,1,0.019,0.07,0.71,1.17,0.52,0.1,0
14,567,0.68,1,0.47,0,0,0.249,0.31,0.24,2.25,0.81,0.68,1
4,553,0.67,0,0.45,1,1,-0.087,0.55,0.2,5.85,0.72,0.1,0
4,430,0.85,0,0.64,4,0,0.159,0.7,0.99,5.91,0.92,0.09,0
11,502,0.46,0,0.49,0,0,0.041,0.08,0.7,0.8,0.52,0.18,0
5,579,0.4,0,0.52,5,5,0.113,0.61,0.1,1.73,0.64,0.07,0
10,87,0.64,0,0.52,2,2,0.004,0.36,0.61,1.13,0.88,0.07,0
8,443,0.52,0,0.55,3,5,0.174,0.12,0.76,4.01,0.59,0.17,0
2,142,0.76,0,0.47,1,1,0.118,0.94,0.37,3.96,0.99,0.04,0
12,298,0.83,0,0.63,5,1,-0.013,0.66,0.72,7.64,0.84,0.19,0
15,395,0.22,0,0.48,5,1,-0.1,0.95,0.11,6.44,0.35,0.14,0
6,195,0.33,0,0.41,4,3,0.296,0.74,0.21,7.38,0.4,0.01,0
9,583,0.42,0,0.57,3,0,-0.013,0.55,0.78,1.85,0.57,0.11,0
11,238,0.43,0,0.55,0,2,0.131,0.18,0.95,6.24,0.5,0.02,0
1,397,0.36,0,0.4,0,0,0.263,0.05,0.74,5.48,0.43,0.02,1
3,292,0.51,0,0.46,0,0,0.115,0.45,0.58,7.91,0.67,0.01,0
8,543,0.63,0,0.56,5,4,0.162,0.83,0.48,2.28,0.87,0.12,1
14,143,0.15,0,0.62,2,4,0.241,0.79,0.99,2.85,0.19,0.11,1
